Year,Leading Cause,Sex,Race Ethnicity,Deaths
2013,Influenza (Flu) and Pneumonia (J09-J18),M,Hispanic,233
2013,Influenza (Flu) and Pneumonia (J09-J18),F,Not Stated/Unknown,18
2013,Influenza (Flu) and Pneumonia (J09-J18),M,Not Stated/Unknown,24
2013,Influenza (Flu) and Pneumonia (J09-J18),F,Other Race/ Ethnicity,6
2013,Influenza (Flu) and Pneumonia (J09-J18),M,Other Race/ Ethnicity,8
2013,Influenza (Flu) and Pneumonia (J09-J18),F,White Non-Hispanic,622
2013,Influenza (Flu) and Pneumonia (J09-J18),M,White Non-Hispanic,618
2014,Influenza (Flu) and Pneumonia (J09-J18),F,Asian and Pacific Islander,80
2014,Influenza (Flu) and Pneumonia (J09-J18),M,Asian and Pacific Islander,105
2014,Influenza (Flu) and Pneumonia (J09-J18),F,Black Non-Hispanic,266
2014,Influenza (Flu) and Pneumonia (J09-J18),M,Black Non-Hispanic,242
2014,Influenza (Flu) and Pneumonia (J09-J18),M,Hispanic,199
2014,Influenza (Flu) and Pneumonia (J09-J18),F,Hispanic,218
2014,Influenza (Flu) and Pneumonia (J09-J18),F,Not Stated/Unknown,11
2014,Influenza (Flu) and Pneumonia (J09-J18),M,Not Stated/Unknown,14
2014,Influenza (Flu) and Pneumonia (J09-J18),F,Other Race/ Ethnicity,9
2014,Influenza (Flu) and Pneumonia (J09-J18),M,Other Race/ Ethnicity,11
2014,Influenza (Flu) and Pneumonia (J09-J18),M,White Non-Hispanic,502
2014,Influenza (Flu) and Pneumonia (J09-J18),F,White Non-Hispanic,563
2008,Insitu or Benign / Uncertain Neoplasms (D00-D48),F,Not Stated/Unknown,5
2007,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Asian and Pacific Islander,22
2007,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Asian and Pacific Islander,36
2007,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Not Stated/Unknown,5
2007,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,White Non-Hispanic,187
2008,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Asian and Pacific Islander,26
2008,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Asian and Pacific Islander,30
2008,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,White Non-Hispanic,195
2009,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Asian and Pacific Islander,17
2009,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Asian and Pacific Islander,35
2009,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,White Non-Hispanic,191
2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Asian and Pacific Islander,17
2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Asian and Pacific Islander,46
2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Other Race/ Ethnicity,5
2010,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,White Non-Hispanic,182
2011,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Asian and Pacific Islander,21
2011,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Asian and Pacific Islander,49
2011,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Other Race/ Ethnicity,5
2011,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,White Non-Hispanic,177
2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Asian and Pacific Islander,33
2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Asian and Pacific Islander,40
2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Not Stated/Unknown,8
2012,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,White Non-Hispanic,199
2013,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Asian and Pacific Islander,41
2013,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Not Stated/Unknown,17
2013,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Other Race/ Ethnicity,5
2013,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Other Race/ Ethnicity,6
2013,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,White Non-Hispanic,204
2014,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Asian and Pacific Islander,28
2014,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,Asian and Pacific Islander,50
2014,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",F,Other Race/ Ethnicity,5
2014,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",M,White Non-Hispanic,204
2007,Malignant Neoplasms (Cancer: C00-C97),F,Asian and Pacific Islander,395
2007,Malignant Neoplasms (Cancer: C00-C97),M,Asian and Pacific Islander,528
2007,Malignant Neoplasms (Cancer: C00-C97),F,Black Non-Hispanic,1800
2007,Malignant Neoplasms (Cancer: C00-C97),M,Black Non-Hispanic,1523
2007,Malignant Neoplasms (Cancer: C00-C97),F,Hispanic,969
2007,Malignant Neoplasms (Cancer: C00-C97),M,Hispanic,1013
2007,Malignant Neoplasms (Cancer: C00-C97),M,Not Stated/Unknown,45
2007,Malignant Neoplasms (Cancer: C00-C97),F,Not Stated/Unknown,51
2007,Malignant Neoplasms (Cancer: C00-C97),F,Other Race/ Ethnicity,22
2007,Malignant Neoplasms (Cancer: C00-C97),M,Other Race/ Ethnicity,29
2007,Malignant Neoplasms (Cancer: C00-C97),F,White Non-Hispanic,3518
2007,Malignant Neoplasms (Cancer: C00-C97),M,White Non-Hispanic,3356
2008,Malignant Neoplasms (Cancer: C00-C97),F,Asian and Pacific Islander,344
2008,Malignant Neoplasms (Cancer: C00-C97),M,Asian and Pacific Islander,473
2008,Malignant Neoplasms (Cancer: C00-C97),F,Black Non-Hispanic,1756
2008,Malignant Neoplasms (Cancer: C00-C97),M,Black Non-Hispanic,1464
2008,Malignant Neoplasms (Cancer: C00-C97),F,Hispanic,1046
2008,Malignant Neoplasms (Cancer: C00-C97),M,Hispanic,1080
2008,Malignant Neoplasms (Cancer: C00-C97),F,Not Stated/Unknown,36
2008,Malignant Neoplasms (Cancer: C00-C97),M,Not Stated/Unknown,60
2008,Malignant Neoplasms (Cancer: C00-C97),F,Other Race/ Ethnicity,21
2008,Malignant Neoplasms (Cancer: C00-C97),M,Other Race/ Ethnicity,33
2008,Malignant Neoplasms (Cancer: C00-C97),F,White Non-Hispanic,3366
2008,Malignant Neoplasms (Cancer: C00-C97),M,White Non-Hispanic,3361
2009,Malignant Neoplasms (Cancer: C00-C97),F,Asian and Pacific Islander,398
2009,Malignant Neoplasms (Cancer: C00-C97),M,Asian and Pacific Islander,506
2009,Malignant Neoplasms (Cancer: C00-C97),F,Black Non-Hispanic,1735
2009,Malignant Neoplasms (Cancer: C00-C97),M,Black Non-Hispanic,1557
2009,Malignant Neoplasms (Cancer: C00-C97),F,Hispanic,1097
2009,Malignant Neoplasms (Cancer: C00-C97),M,Hispanic,1180
2009,Malignant Neoplasms (Cancer: C00-C97),F,Not Stated/Unknown,41
2009,Malignant Neoplasms (Cancer: C00-C97),M,Not Stated/Unknown,47
2009,Malignant Neoplasms (Cancer: C00-C97),M,Other Race/ Ethnicity,12
2009,Malignant Neoplasms (Cancer: C00-C97),F,Other Race/ Ethnicity,19
2009,Malignant Neoplasms (Cancer: C00-C97),F,White Non-Hispanic,3346
2009,Malignant Neoplasms (Cancer: C00-C97),M,White Non-Hispanic,3236
2010,Malignant Neoplasms (Cancer: C00-C97),F,Asian and Pacific Islander,414
2010,Malignant Neoplasms (Cancer: C00-C97),M,Asian and Pacific Islander,526
2010,Malignant Neoplasms (Cancer: C00-C97),F,Black Non-Hispanic,1768
2010,Malignant Neoplasms (Cancer: C00-C97),M,Black Non-Hispanic,1540
2010,Malignant Neoplasms (Cancer: C00-C97),F,Hispanic,1045
2010,Malignant Neoplasms (Cancer: C00-C97),M,Hispanic,1057
2010,Malignant Neoplasms (Cancer: C00-C97),F,Not Stated/Unknown,29
2010,Malignant Neoplasms (Cancer: C00-C97),M,Not Stated/Unknown,46
2010,Malignant Neoplasms (Cancer: C00-C97),M,Other Race/ Ethnicity,25
2010,Malignant Neoplasms (Cancer: C00-C97),F,Other Race/ Ethnicity,34
2010,Malignant Neoplasms (Cancer: C00-C97),F,White Non-Hispanic,3438
2010,Malignant Neoplasms (Cancer: C00-C97),M,White Non-Hispanic,3408
2011,Malignant Neoplasms (Cancer: C00-C97),F,Asian and Pacific Islander,451
2011,Malignant Neoplasms (Cancer: C00-C97),M,Asian and Pacific Islander,550
2011,Malignant Neoplasms (Cancer: C00-C97),F,Black Non-Hispanic,1918
2011,Malignant Neoplasms (Cancer: C00-C97),M,Black Non-Hispanic,1590
2011,Malignant Neoplasms (Cancer: C00-C97),F,Hispanic,1085
2011,Malignant Neoplasms (Cancer: C00-C97),M,Hispanic,1144
2011,Malignant Neoplasms (Cancer: C00-C97),F,Not Stated/Unknown,11
2011,Malignant Neoplasms (Cancer: C00-C97),M,Not Stated/Unknown,27
2011,Malignant Neoplasms (Cancer: C00-C97),F,Other Race/ Ethnicity,33
2011,Malignant Neoplasms (Cancer: C00-C97),M,Other Race/ Ethnicity,36
2011,Malignant Neoplasms (Cancer: C00-C97),F,White Non-Hispanic,3371
2011,Malignant Neoplasms (Cancer: C00-C97),M,White Non-Hispanic,3222
2012,Malignant Neoplasms (Cancer: C00-C97),F,Asian and Pacific Islander,461
2012,Malignant Neoplasms (Cancer: C00-C97),M,Asian and Pacific Islander,622
2012,Malignant Neoplasms (Cancer: C00-C97),M,Black Non-Hispanic,1563
2012,Malignant Neoplasms (Cancer: C00-C97),F,Black Non-Hispanic,1912
2012,Malignant Neoplasms (Cancer: C00-C97),F,Hispanic,1125
2012,Malignant Neoplasms (Cancer: C00-C97),M,Hispanic,1126
2012,Malignant Neoplasms (Cancer: C00-C97),F,Not Stated/Unknown,36
2012,Malignant Neoplasms (Cancer: C00-C97),M,Not Stated/Unknown,53
2012,Malignant Neoplasms (Cancer: C00-C97),F,Other Race/ Ethnicity,29
2012,Malignant Neoplasms (Cancer: C00-C97),M,Other Race/ Ethnicity,34
2012,Malignant Neoplasms (Cancer: C00-C97),F,White Non-Hispanic,3256
2012,Malignant Neoplasms (Cancer: C00-C97),M,White Non-Hispanic,3184
2013,Malignant Neoplasms (Cancer: C00-C97),F,Asian and Pacific Islander,467
2013,Malignant Neoplasms (Cancer: C00-C97),M,Asian and Pacific Islander,633
2013,Malignant Neoplasms (Cancer: C00-C97),F,Black Non-Hispanic,1784
2013,Malignant Neoplasms (Cancer: C00-C97),M,Black Non-Hispanic,1592
2013,Malignant Neoplasms (Cancer: C00-C97),F,Hispanic,1149
2013,Malignant Neoplasms (Cancer: C00-C97),M,Hispanic,1146
2013,Malignant Neoplasms (Cancer: C00-C97),F,Not Stated/Unknown,94
2013,Malignant Neoplasms (Cancer: C00-C97),M,Not Stated/Unknown,99
2013,Malignant Neoplasms (Cancer: C00-C97),M,Other Race/ Ethnicity,32
2013,Malignant Neoplasms (Cancer: C00-C97),F,Other Race/ Ethnicity,43
2013,Malignant Neoplasms (Cancer: C00-C97),F,White Non-Hispanic,3187
2013,Malignant Neoplasms (Cancer: C00-C97),M,White Non-Hispanic,3132
2014,Malignant Neoplasms (Cancer: C00-C97),F,Asian and Pacific Islander,502
2014,Malignant Neoplasms (Cancer: C00-C97),M,Asian and Pacific Islander,657
2014,Malignant Neoplasms (Cancer: C00-C97),F,Black Non-Hispanic,1852
2014,Malignant Neoplasms (Cancer: C00-C97),M,Black Non-Hispanic,1532
2014,Malignant Neoplasms (Cancer: C00-C97),F,Hispanic,1154
2014,Malignant Neoplasms (Cancer: C00-C97),M,Hispanic,1146
2014,Malignant Neoplasms (Cancer: C00-C97),F,Not Stated/Unknown,50
2014,Malignant Neoplasms (Cancer: C00-C97),M,Not Stated/Unknown,73
2014,Malignant Neoplasms (Cancer: C00-C97),M,Other Race/ Ethnicity,50
2014,Malignant Neoplasms (Cancer: C00-C97),F,Other Race/ Ethnicity,66
2014,Malignant Neoplasms (Cancer: C00-C97),F,White Non-Hispanic,3153
2014,Malignant Neoplasms (Cancer: C00-C97),M,White Non-Hispanic,3142
2007,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Black Non-Hispanic,87
2007,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Black Non-Hispanic,163
2007,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Hispanic,183
2007,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Not Stated/Unknown,10
2007,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,White Non-Hispanic,261
2008,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Hispanic,172
2008,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Not Stated/Unknown,13
2008,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,White Non-Hispanic,86
2008,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,White Non-Hispanic,227
2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Hispanic,57
2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Hispanic,145
2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Not Stated/Unknown,7
2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,White Non-Hispanic,75
2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,White Non-Hispanic,221
2010,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Hispanic,138
2010,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Not Stated/Unknown,6
2010,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,White Non-Hispanic,211
2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Black Non-Hispanic,135
2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Hispanic,56
2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Hispanic,145
2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Not Stated/Unknown,5
2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,White Non-Hispanic,88
2011,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,White Non-Hispanic,254
2012,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Hispanic,173
2012,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Not Stated/Unknown,7
2012,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,White Non-Hispanic,272
2013,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Hispanic,63
2013,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Hispanic,188
2013,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Not Stated/Unknown,6
2013,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Not Stated/Unknown,21
2013,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,White Non-Hispanic,286
2014,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Hispanic,191
2014,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",F,Not Stated/Unknown,6
2014,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,Other Race/ Ethnicity,12
2014,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",M,White Non-Hispanic,314
2007,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Asian and Pacific Islander,13
2007,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,White Non-Hispanic,89
2008,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Asian and Pacific Islander,13
2008,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",M,Asian and Pacific Islander,14
2008,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Black Non-Hispanic,71
2009,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Black Non-Hispanic,75
2010,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Black Non-Hispanic,86
2011,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Black Non-Hispanic,83
2012,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Asian and Pacific Islander,22
2012,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Black Non-Hispanic,76
2013,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Black Non-Hispanic,93
2014,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",M,Asian and Pacific Islander,28
2014,"Nephritis, Nephrotic Syndrome and Nephrisis (N00-N07, N17-N19, N25-N27)",F,Black Non-Hispanic,90
2007,Septicemia (A40-A41),F,Black Non-Hispanic,89
2007,Septicemia (A40-A41),F,Hispanic,49
2010,Septicemia (A40-A41),F,White Non-Hispanic,107
2012,Septicemia (A40-A41),M,Other Race/ Ethnicity,6
2012,Septicemia (A40-A41),F,White Non-Hispanic,113
2013,Septicemia (A40-A41),F,Asian and Pacific Islander,16
2013,Septicemia (A40-A41),F,White Non-Hispanic,135
2014,Septicemia (A40-A41),M,Not Stated/Unknown,8
2014,Septicemia (A40-A41),F,White Non-Hispanic,118
2008,Viral Hepatitis (B15-B19),M,Not Stated/Unknown,6
2013,Viral Hepatitis (B15-B19),F,Asian and Pacific Islander,15
